student_id,gender,age,parental_education,family_income,internet_access,study_environment,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,tutoring,previous_gpa,pass_fail
S01508,Female,17,High School,Medium,Yes,Quiet,4.2,85.9,5.99,2.6,81.0,96.1,5,No,2.82,Pass
S01509,Female,15,High School,Medium,Yes,Quiet,4.17,88.3,7.84,1.7,87.5,77.0,2,No,2.27,Pass
S01510,Female,16,High School,Medium,Yes,Moderate,2.89,97.4,8.3,2.3,73.4,76.4,5,Yes,2.24,Pass
S01511,Male,18,High School,Low,Yes,Moderate,1.8,90.3,7.51,4.5,69.3,51.6,0,No,1.24,Fail
S01512,Male,18,Bachelor,High,Yes,Quiet,2.53,75.2,5.12,2.3,75.7,68.1,1,No,1.65,Fail
S01513,Male,18,Master,Low,Yes,Moderate,2.98,77.1,7.34,3.1,89.2,79.9,2,Yes,1.84,Pass
S01514,Male,15,High School,Medium,Yes,Moderate,4.07,88.1,7.33,3.1,100.0,56.9,2,No,2.75,Pass
S01515,Female,17,Bachelor,Medium,Yes,Quiet,3.38,86.4,6.16,3.4,98.9,63.1,1,No,1.77,Fail
S01516,Female,16,Bachelor,Medium,Yes,Moderate,3.65,76.6,7.35,0.8,100.0,86.6,2,Yes,2.04,Pass
S01517,Male,17,High School,Low,Yes,Moderate,3.42,95.5,6.49,0.9,78.4,53.9,1,No,2.18,Fail
S01518,Male,18,High School,Low,Yes,Quiet,4.02,62.5,6.18,1.4,71.9,63.5,1,Yes,1.36,Pass
S01519,Female,17,Bachelor,Low,Yes,Moderate,2.76,88.4,5.82,3.4,46.9,57.7,3,No,1.52,Fail
S01520,Male,15,Master,High,Yes,Moderate,3.2,69.5,7.83,2.9,71.0,75.1,4,No,2.09,Pass
S01521,Female,15,Bachelor,Low,Yes,Noisy,3.03,93.8,8.29,2.8,59.3,81.6,1,Yes,1.83,Fail
S01522,Male,16,High School,High,Yes,Moderate,2.47,82.4,6.86,2.3,91.5,94.1,3,Yes,1.84,Pass
S01523,Male,16,High School,Low,Yes,Quiet,4.21,92.5,7.98,0.5,77.0,75.9,4,No,2.87,Pass
S01524,Male,18,High School,Low,Yes,Quiet,4.19,81.1,8.53,1.6,60.2,88.7,1,No,2.87,Pass
S01525,Male,16,Bachelor,Medium,Yes,Noisy,4.45,98.3,7.13,2.8,88.2,75.5,0,No,3.09,Pass
S01526,Male,17,Master,Low,Yes,Noisy,2.08,66.3,6.92,2.2,84.8,49.5,1,No,1.51,Fail
S01527,Male,15,High School,Medium,Yes,Quiet,3.42,93.8,7.47,2.8,63.0,70.6,2,Yes,2.54,Pass
S01528,Male,15,Master,High,Yes,Quiet,4.31,78.9,6.16,0.2,100.0,70.8,2,Yes,2.24,Pass
S01529,Female,15,Bachelor,Low,Yes,Moderate,4.8,88.8,7.55,2.5,68.7,86.0,1,No,1.99,Pass
S01530,Female,16,Bachelor,Medium,Yes,Moderate,1.19,89.2,7.15,0.0,88.9,68.6,1,Yes,2.17,Fail
S01531,Female,15,PhD,Medium,Yes,Quiet,3.0,71.1,5.69,0.5,78.1,64.4,4,No,1.77,Fail
S01532,Female,15,High School,Low,Yes,Moderate,2.77,95.0,5.71,1.0,100.0,57.2,3,No,1.84,Pass
S01533,Female,15,Master,Low,Yes,Quiet,4.91,88.9,6.01,0.0,93.8,66.1,1,No,2.51,Pass
S01534,Male,18,High School,High,No,Quiet,0.5,86.2,7.51,1.3,63.5,68.7,0,No,1.31,Fail
S01535,Male,18,High School,Low,Yes,Quiet,1.74,88.9,6.66,2.9,100.0,78.9,3,No,2.13,Fail
S01536,Female,16,Master,High,Yes,Moderate,4.72,86.3,6.97,4.2,61.0,57.8,3,Yes,1.74,Fail
S01537,Male,15,Master,Medium,Yes,Noisy,2.44,93.3,8.37,1.7,64.1,100.0,3,No,1.4,Fail
S01538,Female,16,Bachelor,Low,Yes,Moderate,1.44,80.3,7.44,1.5,100.0,56.4,1,Yes,1.04,Fail
S01539,Female,15,Bachelor,Medium,Yes,Quiet,4.81,93.4,6.36,2.3,79.6,50.8,1,Yes,2.83,Pass
S01540,Male,15,Bachelor,High,Yes,Noisy,1.28,90.7,6.01,2.1,84.7,77.6,2,No,2.47,Pass
S01541,Male,15,Master,Medium,Yes,Quiet,4.23,83.3,7.31,1.0,86.3,50.8,1,No,2.83,Pass
S01542,Male,16,High School,Medium,Yes,Moderate,1.13,100.0,6.03,3.3,63.8,70.4,2,Yes,1.2,Fail
S01543,Female,16,Master,High,Yes,Moderate,1.27,89.5,8.25,2.1,100.0,59.6,4,Yes,1.28,Fail
S01544,Male,15,Bachelor,Low,No,Quiet,3.24,87.0,7.25,1.5,100.0,79.8,1,No,2.58,Pass
S01545,Female,17,Bachelor,High,Yes,Quiet,1.98,90.7,7.13,1.6,52.0,72.3,1,No,2.03,Pass
S01546,Female,16,Bachelor,High,Yes,Noisy,3.33,84.0,6.05,6.0,73.3,87.1,1,No,2.22,Fail
S01547,Female,18,Bachelor,Medium,Yes,Moderate,5.16,97.0,7.62,3.7,90.2,76.4,5,No,3.3,Pass
S01548,Male,16,Master,High,Yes,Quiet,2.81,84.8,8.13,2.0,78.3,70.7,0,No,1.84,Pass
S01549,Male,15,Bachelor,Medium,Yes,Noisy,4.95,93.2,6.86,0.0,71.9,73.1,5,No,2.84,Pass
S01550,Female,17,PhD,Medium,Yes,Quiet,3.39,74.3,7.93,0.0,88.4,55.5,3,No,2.53,Pass
S01551,Male,15,High School,Medium,Yes,Quiet,4.15,67.0,6.6,2.6,89.9,59.5,1,No,2.5,Pass
S01552,Male,18,Bachelor,Medium,Yes,Moderate,0.5,89.0,6.94,2.1,100.0,73.3,3,No,1.44,Fail
S01553,Male,16,Master,Medium,Yes,Moderate,3.76,81.2,9.09,0.8,54.0,78.9,1,Yes,2.37,Pass
S01554,Female,16,Bachelor,Low,Yes,Quiet,3.58,83.1,6.63,2.3,64.9,65.1,4,No,1.91,Pass
S01555,Female,15,Bachelor,Medium,Yes,Quiet,2.57,61.6,7.54,1.4,68.7,66.8,0,No,1.86,Fail
S01556,Male,15,Bachelor,Low,Yes,Moderate,5.27,100.0,6.61,1.5,100.0,64.1,1,No,2.65,Pass
S01557,Female,18,Master,Low,Yes,Moderate,2.41,86.0,7.28,2.2,100.0,75.6,2,Yes,2.73,Pass
S01558,Male,17,Master,Medium,Yes,Noisy,1.07,98.3,7.7,1.0,84.1,70.1,1,No,1.64,Fail
S01559,Male,18,High School,High,Yes,Moderate,3.94,71.1,6.1,0.4,78.7,79.3,4,No,2.3,Pass
S01560,Male,17,Master,Medium,Yes,Moderate,1.29,86.0,6.29,0.5,86.6,60.7,5,No,1.7,Fail
S01561,Male,16,Bachelor,Medium,Yes,Quiet,3.09,89.1,7.57,1.9,97.6,69.2,2,No,1.85,Pass
S01562,Female,17,High School,Low,Yes,Noisy,4.61,86.3,7.16,0.1,76.2,92.7,0,No,1.89,Pass
S01563,Female,17,Master,Medium,Yes,Quiet,3.6,87.3,8.17,5.8,84.1,100.0,4,No,2.65,Pass
S01564,Female,16,Bachelor,Low,Yes,Moderate,2.7,71.1,7.27,3.9,74.9,66.5,1,No,2.37,Fail
S01565,Male,16,Master,Low,No,Noisy,2.58,88.2,8.86,3.6,59.1,89.7,2,No,1.72,Fail
S01566,Male,16,High School,Medium,Yes,Noisy,4.52,76.6,7.7,1.2,53.2,89.0,2,No,3.2,Pass
S01567,Male,18,High School,Medium,Yes,Moderate,1.54,78.8,8.88,1.2,69.6,82.3,1,Yes,1.64,Fail
S01568,Female,16,Bachelor,Low,Yes,Moderate,3.93,85.2,8.69,0.4,74.4,43.4,4,No,2.29,Pass
S01569,Male,15,High School,Medium,No,Noisy,5.63,81.5,6.36,5.3,86.5,48.7,1,No,2.0,Fail
S01570,Female,16,Master,High,Yes,Noisy,3.65,82.1,8.48,4.5,84.0,62.4,5,Yes,2.43,Pass
S01571,Female,16,High School,Low,Yes,Moderate,2.71,96.2,7.94,3.5,59.1,62.5,1,Yes,2.38,Pass
S01572,Female,16,Bachelor,Low,Yes,Moderate,2.81,83.4,7.87,2.3,80.1,56.3,1,No,1.5,Fail
S01573,Female,17,High School,Medium,No,Quiet,2.42,81.0,8.19,1.9,71.8,78.3,1,No,1.21,Fail
S01574,Female,18,High School,Low,Yes,Moderate,2.22,83.8,6.69,3.3,76.3,79.2,1,Yes,1.7,Fail
S01575,Female,16,Master,High,No,Quiet,3.14,73.9,7.33,4.9,81.2,96.9,1,No,1.43,Fail
S01576,Male,18,High School,Medium,Yes,Moderate,3.82,86.6,6.58,3.5,99.2,60.9,2,No,2.11,Pass
S01577,Male,15,Bachelor,Medium,No,Moderate,4.93,92.2,9.31,0.8,73.1,60.2,1,No,2.49,Pass
S01578,Female,15,Master,Medium,Yes,Quiet,0.65,88.1,6.25,1.4,100.0,72.8,1,No,2.14,Fail
S01579,Female,16,Bachelor,Medium,Yes,Quiet,0.5,85.4,5.72,3.2,60.5,50.7,1,No,1.22,Fail
S01580,Male,15,Master,Low,Yes,Quiet,4.96,91.0,6.18,1.2,66.8,98.0,1,Yes,2.32,Pass
S01581,Female,18,High School,High,Yes,Quiet,3.07,79.5,6.95,1.8,78.6,64.6,3,No,2.35,Pass
S01582,Female,17,High School,Medium,Yes,Moderate,3.13,85.4,6.94,4.8,62.5,68.8,3,No,1.82,Fail
S01583,Male,16,Master,Low,Yes,Noisy,3.6,99.0,7.89,2.0,60.2,72.0,3,No,2.43,Pass
S01584,Female,15,Bachelor,Medium,Yes,Moderate,2.78,82.1,7.03,0.1,81.1,67.8,1,No,2.64,Pass
S01585,Female,18,Bachelor,Low,No,Quiet,5.37,91.1,6.51,6.8,60.1,65.9,0,No,2.69,Pass
S01586,Female,18,Bachelor,Low,Yes,Quiet,3.59,91.3,7.48,4.1,65.6,100.0,4,Yes,1.83,Fail
S01587,Male,15,Bachelor,Medium,Yes,Moderate,2.46,77.4,8.16,2.4,78.8,71.3,2,No,2.38,Pass
S01588,Male,18,High School,Medium,Yes,Moderate,2.57,91.9,7.21,2.5,100.0,77.2,1,No,2.27,Pass
S01589,Male,18,Master,Medium,Yes,Moderate,2.83,78.9,7.87,0.0,77.1,62.6,2,No,2.37,Pass
S01590,Female,16,Bachelor,Low,Yes,Quiet,2.07,89.3,7.08,1.9,82.0,79.2,0,Yes,2.52,Pass
S01591,Female,18,Bachelor,Medium,Yes,Quiet,5.03,78.8,6.74,1.4,62.8,70.5,1,No,2.44,Pass
S01592,Male,15,Master,Low,Yes,Quiet,3.15,87.8,7.7,2.6,64.3,73.7,3,No,2.39,Pass
S01593,Female,16,High School,Medium,Yes,Moderate,1.6,86.3,7.23,4.9,45.6,77.2,3,No,0.96,Fail
S01594,Female,15,High School,Medium,No,Moderate,3.49,86.1,8.0,3.2,65.2,83.2,2,No,1.91,Pass
S01595,Female,17,Master,Medium,Yes,Noisy,4.73,87.7,8.54,5.5,91.5,80.5,5,No,2.59,Pass
S01596,Female,15,Master,High,Yes,Moderate,4.27,79.7,6.89,0.4,71.4,69.7,0,No,1.95,Pass
S01597,Female,15,Bachelor,High,Yes,Moderate,2.09,73.3,7.65,0.2,82.3,70.1,2,Yes,1.44,Pass
S01598,Male,16,High School,High,Yes,Noisy,1.67,85.8,8.07,4.4,83.3,53.3,2,Yes,1.01,Fail
S01599,Female,18,High School,High,Yes,Moderate,4.71,96.0,7.41,2.7,91.0,67.4,2,Yes,1.86,Pass
S01600,Male,15,Bachelor,Medium,Yes,Moderate,1.05,90.8,7.51,3.2,100.0,71.6,4,No,1.39,Fail
S01601,Female,16,High School,High,Yes,Noisy,3.45,89.5,7.14,2.5,89.1,83.8,0,No,2.59,Pass
S01602,Male,17,Master,High,Yes,Quiet,2.32,79.9,7.26,2.8,76.4,34.5,2,No,2.78,Pass
S01603,Female,16,Master,Medium,Yes,Quiet,4.58,86.9,7.52,3.5,92.0,74.6,4,No,2.63,Pass
S01604,Male,16,Master,Low,Yes,Noisy,1.73,76.7,6.39,2.9,84.6,58.4,0,No,1.16,Fail
S01605,Female,18,High School,Low,Yes,Moderate,2.04,80.8,5.3,1.6,46.4,81.6,1,No,0.59,Fail
S01606,Male,15,Master,High,No,Moderate,3.74,88.6,6.91,6.0,62.0,89.9,2,No,1.74,Fail
S01607,Female,17,High School,Medium,Yes,Noisy,3.95,66.8,6.83,2.6,76.6,69.3,1,Yes,1.51,Fail
S01608,Male,16,High School,High,Yes,Quiet,4.63,100.0,8.62,2.2,71.2,91.5,1,No,2.49,Pass
S01609,Female,15,High School,Medium,Yes,Moderate,3.57,71.7,7.3,2.0,78.2,83.0,4,No,1.86,Fail
S01610,Male,15,High School,Medium,Yes,Moderate,3.42,100.0,7.56,3.0,43.6,72.1,3,No,1.58,Fail
S01611,Male,16,Master,Medium,Yes,Quiet,4.26,76.6,6.59,2.1,92.6,46.0,2,No,2.17,Pass
S01612,Female,15,High School,High,Yes,Quiet,1.36,76.5,6.4,0.0,79.2,75.8,1,No,1.33,Fail
S01613,Female,16,High School,Low,Yes,Moderate,1.94,81.0,6.17,2.1,98.2,57.6,2,No,1.35,Fail
S01614,Male,16,PhD,High,Yes,Quiet,1.46,80.6,5.74,0.9,80.4,27.1,2,Yes,1.87,Fail
S01615,Female,16,High School,Medium,Yes,Quiet,0.5,78.9,7.73,2.9,83.0,53.5,1,No,1.72,Fail
S01616,Male,17,Master,Medium,Yes,Quiet,4.01,81.3,7.31,2.5,64.5,90.2,2,Yes,1.53,Fail
S01617,Male,16,High School,Medium,Yes,Moderate,4.72,85.9,8.48,1.5,61.9,71.9,4,Yes,1.6,Fail
S01618,Male,18,High School,Low,Yes,Noisy,3.67,76.0,7.55,3.9,82.0,88.4,2,Yes,1.89,Fail
S01619,Female,15,Master,Low,Yes,Moderate,3.46,93.4,7.24,2.4,80.0,93.6,4,No,2.2,Pass
S01620,Male,17,High School,Medium,Yes,Moderate,3.1,99.1,5.02,1.9,55.4,74.2,2,Yes,1.85,Pass
S01621,Male,15,Bachelor,Low,Yes,Noisy,3.07,65.6,8.91,2.0,94.1,61.3,4,No,1.95,Pass
S01622,Female,17,High School,Low,No,Quiet,5.03,100.0,7.04,1.9,80.7,54.2,1,No,3.47,Pass
S01623,Female,18,High School,High,Yes,Quiet,4.86,92.7,4.92,3.3,72.4,69.1,2,No,2.44,Pass
S01624,Female,17,High School,Medium,Yes,Quiet,2.3,87.6,7.23,1.3,67.0,56.6,4,Yes,1.7,Pass
S01625,Female,17,High School,Medium,No,Quiet,4.33,79.3,6.19,2.6,91.3,53.0,1,No,2.53,Pass
S01626,Male,17,High School,Low,Yes,Quiet,4.48,86.7,6.15,1.7,69.6,60.3,2,No,2.3,Pass
S01627,Male,15,Master,High,Yes,Quiet,3.78,94.0,7.27,1.5,83.5,66.0,4,No,1.78,Fail
S01628,Male,16,Bachelor,High,Yes,Quiet,3.47,100.0,6.41,3.2,77.5,66.4,3,No,2.29,Pass
S01629,Male,15,High School,Medium,Yes,Moderate,3.42,100.0,8.03,1.1,72.0,68.7,1,No,2.78,Pass
S01630,Female,16,Bachelor,High,Yes,Quiet,1.22,69.7,6.88,3.3,60.5,76.4,2,No,1.49,Fail
S01631,Male,15,Master,High,Yes,Moderate,1.12,82.9,7.4,3.0,99.5,67.3,1,No,1.33,Fail
S01632,Male,18,Master,Medium,Yes,Moderate,3.94,85.8,7.57,4.5,64.9,81.3,1,No,1.99,Fail
S01633,Female,18,Bachelor,Medium,Yes,Quiet,1.68,98.4,7.25,0.0,67.1,80.7,4,No,0.83,Fail
S01634,Male,17,Master,Low,No,Noisy,1.33,84.2,7.21,4.0,100.0,85.0,0,No,1.78,Fail
S01635,Male,18,High School,Low,No,Moderate,0.51,77.4,7.14,2.0,78.5,68.2,2,No,1.41,Fail
S01636,Male,17,High School,Low,No,Quiet,2.43,85.5,8.49,0.0,84.8,51.4,4,No,1.31,Fail
S01637,Male,16,Bachelor,Low,Yes,Quiet,3.45,81.1,7.84,1.5,100.0,66.4,3,No,1.98,Pass
S01638,Male,18,Bachelor,Low,Yes,Moderate,3.55,94.9,6.31,3.3,100.0,55.5,2,No,2.65,Pass
S01639,Male,16,Bachelor,High,Yes,Moderate,4.02,100.0,5.89,2.4,71.8,82.0,1,No,2.37,Pass
S01640,Female,15,Bachelor,Low,Yes,Moderate,2.53,94.1,6.21,4.5,97.3,47.8,2,Yes,2.4,Pass
S01641,Female,16,PhD,High,Yes,Quiet,3.13,94.5,7.43,2.0,55.9,75.1,1,No,3.33,Pass
S01642,Male,15,Master,Medium,Yes,Moderate,4.01,97.4,5.9,2.4,53.6,73.0,1,No,2.0,Pass
S01643,Male,16,Bachelor,Low,Yes,Moderate,3.56,89.5,6.35,2.2,80.7,81.0,4,No,1.92,Pass
S01644,Female,16,Bachelor,Medium,No,Noisy,2.3,81.0,5.66,1.0,78.7,74.1,2,No,2.04,Fail
S01645,Male,18,High School,Low,Yes,Moderate,3.36,82.0,7.93,2.5,89.7,69.3,0,No,2.66,Pass
S01646,Male,16,High School,High,Yes,Quiet,0.62,96.0,7.66,2.2,88.1,53.6,1,Yes,1.78,Fail
S01647,Male,18,High School,High,Yes,Quiet,3.0,87.9,7.88,2.6,90.4,95.6,2,No,2.26,Pass
S01648,Female,18,Bachelor,Low,Yes,Quiet,2.26,75.2,6.53,2.6,100.0,69.2,4,Yes,2.55,Pass
S01649,Male,17,High School,High,Yes,Moderate,4.82,98.1,5.24,2.5,100.0,64.7,1,No,2.36,Pass
S01650,Female,17,Master,Medium,Yes,Quiet,1.83,77.3,6.17,2.6,93.2,71.7,2,Yes,2.11,Fail
S01651,Male,15,High School,Low,Yes,Moderate,3.14,73.7,5.65,4.1,79.7,86.9,1,No,2.5,Pass
S01652,Female,16,Bachelor,Medium,Yes,Moderate,2.49,76.2,5.64,1.0,76.9,66.2,1,Yes,2.15,Pass
S01653,Female,15,High School,Medium,Yes,Quiet,2.33,88.1,8.14,1.4,79.8,87.3,1,No,2.37,Pass
S01654,Male,16,High School,Low,Yes,Moderate,3.45,94.7,6.75,4.6,71.4,73.1,5,No,1.72,Pass
S01655,Female,17,Master,Medium,Yes,Moderate,2.5,87.5,7.29,4.4,93.9,81.0,1,No,2.29,Pass
S01656,Male,17,Bachelor,Low,Yes,Moderate,5.22,79.4,8.1,2.9,95.6,73.9,1,Yes,3.32,Pass
S01657,Female,16,PhD,Medium,Yes,Noisy,0.63,76.9,5.98,5.5,70.5,80.1,0,No,1.29,Fail
S01658,Male,16,PhD,Low,Yes,Moderate,3.76,92.7,7.61,3.2,77.5,83.2,1,Yes,1.64,Fail
S01659,Male,17,High School,High,Yes,Quiet,2.9,84.1,5.55,5.3,53.5,76.5,1,Yes,1.26,Fail
S01660,Female,17,High School,Medium,Yes,Noisy,2.94,88.4,7.25,4.7,78.6,93.9,1,No,2.09,Pass
S01661,Male,15,Master,Low,Yes,Moderate,3.36,83.6,8.07,4.9,80.6,68.3,3,No,0.98,Fail
S01662,Male,17,PhD,Medium,Yes,Moderate,4.2,88.0,5.86,0.8,63.4,87.8,4,No,2.11,Pass
S01663,Female,16,Bachelor,Low,Yes,Moderate,3.32,88.9,7.83,3.5,72.1,60.7,1,No,2.29,Pass
S01664,Male,15,Master,Medium,Yes,Quiet,4.2,100.0,7.22,2.4,62.7,76.1,2,Yes,2.33,Pass
S01665,Male,16,Master,Low,Yes,Quiet,3.06,89.0,6.55,0.5,56.4,57.6,3,Yes,2.41,Pass
S01666,Female,18,High School,High,Yes,Moderate,1.76,81.1,5.8,4.5,100.0,57.8,3,No,0.66,Fail
S01667,Female,15,Bachelor,High,Yes,Quiet,2.89,86.8,7.24,4.3,56.4,89.7,5,No,1.41,Fail
S01668,Male,16,Master,Medium,No,Noisy,4.38,75.5,7.49,2.3,81.7,100.0,3,No,1.74,Pass
S01669,Male,17,Bachelor,Low,Yes,Quiet,2.51,75.4,6.68,1.6,94.6,67.6,3,Yes,1.4,Fail
S01670,Female,18,High School,Medium,No,Moderate,1.7,97.5,6.02,2.6,100.0,54.9,2,No,2.1,Pass
S01671,Female,16,High School,Medium,Yes,Moderate,3.74,88.0,7.76,0.0,64.1,69.8,0,No,2.74,Pass
S01672,Male,15,High School,Medium,Yes,Moderate,3.4,96.2,8.18,0.5,99.2,58.4,3,No,2.08,Pass
S01673,Female,16,High School,Medium,Yes,Moderate,2.07,68.8,7.95,2.1,82.4,89.5,5,Yes,3.19,Pass
S01674,Male,18,Master,Medium,Yes,Moderate,2.72,75.2,8.59,3.4,88.6,79.0,1,No,1.24,Fail
S01675,Male,15,High School,Medium,No,Quiet,2.78,88.0,6.35,2.2,100.0,78.7,2,No,1.83,Pass
S01676,Male,18,High School,High,No,Quiet,3.01,76.8,5.58,1.7,89.2,68.3,2,No,2.2,Pass
S01677,Male,16,High School,Low,Yes,Noisy,3.78,70.8,7.41,1.3,66.1,59.2,3,No,1.85,Fail
S01678,Male,17,Bachelor,Medium,No,Noisy,2.51,74.2,6.6,6.2,49.2,85.8,3,No,1.07,Fail
S01679,Female,17,Bachelor,Medium,Yes,Quiet,3.84,81.8,7.99,0.9,89.6,68.4,4,No,2.23,Pass
S01680,Female,16,High School,Low,Yes,Quiet,2.36,89.1,5.96,0.0,86.1,54.5,2,No,1.96,Pass
S01681,Female,16,High School,Medium,Yes,Quiet,5.0,100.0,6.04,1.6,68.1,93.3,3,No,2.8,Pass
S01682,Female,16,High School,High,Yes,Noisy,5.03,74.5,7.07,3.3,82.8,100.0,2,No,3.06,Pass
S01683,Male,15,Bachelor,Medium,Yes,Quiet,1.97,75.0,7.17,2.7,59.7,72.4,0,No,1.66,Fail
S01684,Male,18,High School,Low,Yes,Quiet,1.53,70.5,7.67,1.4,85.4,75.3,0,No,1.58,Fail
S01685,Male,18,Master,Low,Yes,Quiet,4.17,90.7,6.9,2.8,59.9,97.2,1,Yes,2.23,Pass
S01686,Male,18,Bachelor,Medium,Yes,Moderate,3.31,86.2,5.08,4.2,98.1,65.5,2,Yes,2.27,Pass
S01687,Female,16,High School,Low,Yes,Noisy,3.66,75.4,10.0,2.8,100.0,86.9,2,No,2.16,Fail
S01688,Male,18,Bachelor,High,Yes,Quiet,2.21,76.7,7.03,2.7,84.3,61.4,0,No,1.72,Fail
S01689,Male,16,High School,Medium,Yes,Quiet,2.84,83.8,9.89,2.7,85.8,77.2,3,Yes,1.54,Fail
S01690,Female,15,Bachelor,Low,Yes,Moderate,2.59,84.3,6.87,1.4,88.8,55.5,3,No,2.2,Pass
S01691,Female,17,High School,High,Yes,Quiet,3.37,74.6,5.95,3.2,84.2,66.2,2,Yes,1.58,Fail
S01692,Female,16,Bachelor,Medium,Yes,Quiet,1.51,86.8,6.68,4.1,63.6,45.1,1,Yes,1.24,Fail
S01693,Female,16,Master,Low,Yes,Noisy,2.88,71.2,8.1,4.5,100.0,77.4,4,No,1.83,Pass
S01694,Male,17,Master,Medium,Yes,Noisy,1.49,85.5,7.62,3.1,86.8,76.0,1,No,1.91,Fail
S01695,Male,17,High School,Low,Yes,Noisy,2.38,83.2,7.31,2.5,88.4,54.7,1,No,1.75,Pass
S01696,Female,15,High School,High,Yes,Moderate,2.88,89.0,6.94,5.3,95.1,100.0,3,No,1.96,Pass
S01697,Male,18,Bachelor,Medium,Yes,Quiet,3.61,97.1,7.13,2.7,94.5,71.1,2,No,2.93,Pass
S01698,Male,16,Master,High,Yes,Moderate,3.71,81.3,6.85,1.8,98.5,67.9,5,Yes,2.37,Pass
S01699,Male,18,Master,Medium,Yes,Quiet,3.91,85.0,8.2,1.5,86.8,55.3,0,No,2.12,Pass
S01700,Female,16,High School,High,Yes,Quiet,1.22,65.2,7.92,1.3,67.1,81.7,0,Yes,1.61,Fail
S01701,Male,15,High School,Low,Yes,Quiet,4.52,100.0,6.06,1.7,86.3,56.5,2,No,2.48,Pass
S01702,Female,17,Bachelor,High,Yes,Noisy,2.23,66.4,5.52,5.4,79.6,81.5,1,No,2.03,Fail
S01703,Male,15,High School,High,Yes,Moderate,2.31,84.2,5.77,1.4,66.9,56.9,1,Yes,1.25,Fail
S01704,Male,17,High School,Medium,Yes,Quiet,3.32,59.5,6.64,4.8,100.0,76.5,0,No,2.05,Fail
S01705,Male,18,High School,Medium,Yes,Quiet,2.6,76.7,7.22,2.2,77.7,67.1,0,No,0.84,Fail
S01706,Female,18,Bachelor,Medium,No,Noisy,3.43,100.0,6.95,4.1,83.4,81.8,0,No,2.09,Pass
S01707,Male,15,Master,High,Yes,Noisy,3.66,96.4,7.63,0.9,69.1,50.5,5,Yes,2.79,Pass
S01708,Female,17,PhD,Medium,Yes,Moderate,2.08,94.9,6.99,2.5,79.2,76.9,4,No,2.95,Pass
S01709,Female,15,High School,Medium,Yes,Quiet,2.78,83.1,8.6,0.1,94.0,55.3,1,No,2.59,Pass
S01710,Female,17,Bachelor,High,Yes,Moderate,2.82,100.0,7.51,2.5,100.0,60.3,2,No,2.71,Pass
S01711,Male,17,Master,Medium,Yes,Moderate,4.15,87.6,7.02,3.7,58.1,78.7,2,No,2.04,Fail
S01712,Male,18,High School,Medium,Yes,Noisy,2.44,91.9,5.49,4.0,80.3,70.7,0,No,2.2,Pass
S01713,Male,18,Bachelor,High,Yes,Quiet,2.39,100.0,7.35,2.5,40.0,75.6,1,No,1.9,Fail
S01714,Male,17,Bachelor,Low,Yes,Moderate,1.77,95.9,7.5,2.0,73.6,81.3,0,No,1.88,Fail
S01715,Female,17,High School,Medium,Yes,Quiet,1.91,84.3,6.29,2.6,81.8,72.5,3,No,1.21,Fail
S01716,Female,17,Bachelor,Low,Yes,Moderate,1.38,90.1,5.84,1.6,82.4,67.9,0,Yes,1.83,Fail
S01717,Female,18,High School,Low,Yes,Quiet,2.16,99.0,8.09,1.6,100.0,55.0,6,No,2.25,Pass
S01718,Male,18,Bachelor,Medium,Yes,Noisy,4.91,91.2,6.03,1.9,76.6,100.0,1,No,2.52,Pass
S01719,Female,16,High School,Medium,Yes,Quiet,3.83,92.8,7.17,2.8,100.0,78.2,2,No,2.02,Pass
S01720,Male,17,High School,Medium,Yes,Moderate,4.53,97.9,7.03,4.7,83.7,70.0,1,No,1.9,Pass
S01721,Female,16,High School,Medium,Yes,Moderate,1.86,100.0,7.45,4.4,72.3,65.2,2,No,1.98,Fail
S01722,Male,17,Master,Medium,Yes,Noisy,0.66,75.7,6.04,2.0,82.9,73.1,1,No,0.84,Fail
S01723,Male,18,Bachelor,Low,Yes,Moderate,3.38,92.0,6.88,1.3,81.9,69.9,3,No,2.57,Pass
S01724,Female,16,Bachelor,Medium,Yes,Quiet,5.22,89.6,6.03,1.4,83.0,77.9,1,No,2.72,Pass
S01725,Female,16,Bachelor,Medium,Yes,Quiet,2.42,81.1,7.07,0.3,69.5,61.4,5,No,1.52,Fail
S01726,Female,15,Bachelor,Medium,Yes,Moderate,3.12,78.5,7.5,3.6,69.4,95.2,0,No,2.44,Pass
S01727,Female,17,High School,Medium,Yes,Moderate,1.12,100.0,7.9,0.4,97.0,80.3,2,Yes,1.76,Fail
S01728,Male,18,Bachelor,High,Yes,Quiet,3.03,74.8,8.49,0.0,95.8,42.9,3,No,2.42,Pass
S01729,Female,15,High School,Medium,No,Moderate,2.85,70.9,6.74,3.6,67.6,74.3,0,No,1.44,Fail
S01730,Female,15,High School,Low,Yes,Quiet,0.5,79.4,6.72,3.5,78.0,82.1,2,No,1.38,Fail
S01731,Female,17,Bachelor,High,Yes,Noisy,1.76,67.2,8.27,0.9,85.7,50.2,0,Yes,1.54,Fail
S01732,Male,15,High School,High,Yes,Quiet,1.66,76.5,7.58,3.0,92.2,86.5,1,No,1.71,Fail
S01733,Male,17,High School,Medium,Yes,Quiet,1.1,74.5,8.24,0.5,82.8,79.5,0,No,1.27,Fail
